timestamp,test_name,step_number,phase,tool_name,cpu_time_ms,cycles,instructions,ipc,branch_misses,llc_misses
2026-04-09 20:07:38,Exp3_LLM_Optimized,1,LLM_Framework_Overhead,None,21.69,47408260,78320593,1.652,154295,51145
2026-04-09 20:07:38,Exp3_LLM_Optimized,1,Tool_Execution,evaluate_math_file,0.0,83618977,167828482,2.007,343914,45086
2026-04-09 20:07:42,Exp3_LLM_Optimized,2,LLM_Framework_Overhead,None,4.44,6681333,11054279,1.655,26129,11882
